Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
204,54,Female,Scarf,Accessories,23,Delaware,XL,Pink,Summer,3.0,Yes,Standard,No,No,9,Venmo,Annually
205,57,Male,Rain Jacket,Outerwear,72,California,XL,Maroon,Winter,3.2,Yes,Next Day Air,Yes,Yes,41,Debit Card,Fortnightly
206,58,Male,Jewelry,Accessories,65,Alabama,XL,Green,Summer,3.5,Yes,Express,No,Yes,1,Credit Card,Weekly
207,69,Female,Coat,Outerwear,40,Rhode Island,M,Olive,Summer,3.8,Yes,Free Shipping,No,No,11,Cash,Fortnightly
208,55,Female,Jacket,Outerwear,65,Texas,M,Purple,Fall,3.9,Yes,Next Day Air,Yes,Yes,5,Venmo,Fortnightly
209,56,Male,Pants,Clothing,81,Kentucky,L,Purple,Spring,3.4,Yes,Standard,Yes,Yes,1,Cash,Annually
210,63,Male,Pants,Clothing,66,Massachusetts,L,Silver,Winter,3.3,No,Free Shipping,Yes,Yes,46,PayPal,Bi-Weekly
211,49,Female,Heels,Footwear,98,Hawaii,M,Pink,Fall,3.3,No,Free Shipping,Yes,Yes,46,Venmo,Bi-Weekly
212,54,Female,Jeans,Clothing,97,Arkansas,M,White,Fall,2.9,Yes,Free Shipping,No,No,10,Bank Transfer,Weekly
213,70,Female,Handbag,Accessories,53,Montana,M,Black,Summer,3.1,Yes,Store Pickup,Yes,Yes,3,PayPal,Quarterly
214,64,Female,Flats,Footwear,83,Delaware,L,Silver,Winter,4.6,Yes,Free Shipping,No,Yes,2,Credit Card,Weekly
215,38,Female,Sweater,Clothing,63,Wyoming,XL,Pink,Winter,3.9,Yes,Standard,No,Yes,27,Bank Transfer,Fortnightly
216,56,Female,Sandals,Footwear,32,Arkansas,M,Purple,Fall,4.2,No,Store Pickup,No,No,15,Venmo,Weekly
217,43,Female,Sandals,Footwear,66,Kentucky,XL,Black,Summer,4.6,No,Free Shipping,Yes,Yes,1,Cash,Fortnightly
218,58,Female,Shorts,Clothing,34,Missouri,XL,Blue,Fall,4.7,No,Express,No,Yes,23,PayPal,Monthly
219,29,Female,Dress,Clothing,76,New York,L,Olive,Summer,3.9,Yes,Store Pickup,Yes,Yes,5,Bank Transfer,Monthly
220,69,Female,Heels,Footwear,27,Delaware,XL,Blue,Spring,3.7,Yes,Next Day Air,Yes,Yes,32,Debit Card,Annually
221,69,Male,Shorts,Clothing,42,Wyoming,M,Purple,Spring,2.6,Yes,Store Pickup,No,Yes,40,Cash,Annually
222,34,Female,Sweater,Clothing,69,California,XL,Teal,Summer,3.8,Yes,Store Pickup,No,Yes,26,Cash,Fortnightly
223,54,Male,Sweater,Clothing,56,California,L,Charcoal,Summer,3.5,No,2-Day Shipping,No,Yes,11,Credit Card,Quarterly
224,27,Female,Skirt,Clothing,62,Colorado,M,Maroon,Fall,4.8,No,Express,No,No,19,Credit Card,Quarterly
225,62,Male,Sneakers,Footwear,58,Washington,XL,Teal,Summer,4.3,Yes,Free Shipping,No,Yes,26,Bank Transfer,Quarterly
226,66,Female,Pants,Clothing,40,Massachusetts,L,Red,Fall,2.8,Yes,Free Shipping,Yes,Yes,12,Venmo,Fortnightly
227,20,Female,Coat,Clothing,45,West Virginia,L,Lavender,Fall,4.1,Yes,Store Pickup,Yes,Yes,15,Credit Card,Quarterly
228,56,Female,Flats,Footwear,95,California,L,Green,Spring,4.6,No,Store Pickup,Yes,Yes,18,Venmo,Quarterly
229,21,Male,Sneakers,Footwear,48,Georgia,M,Gold,Fall,3.8,Yes,Next Day Air,Yes,Yes,41,Cash,Annually
230,69,Male,Boots,Footwear,97,Missouri,L,Charcoal,Fall,4.6,No,Standard,Yes,Yes,29,Credit Card,Bi-Weekly
231,51,Female,Blouse,Clothing,85,Georgia,L,Violet,Summer,4.2,No,Express,No,No,40,Credit Card,Monthly
232,34,Female,Sneakers,Footwear,86,Arizona,M,Maroon,Fall,4.2,Yes,Store Pickup,Yes,Yes,41,PayPal,Monthly
233,34,Female,Scarf,Accessories,24,Texas,M,Teal,Spring,4.2,No,Store Pickup,No,No,10,Bank Transfer,Annually
234,29,Female,Shorts,Clothing,36,Washington,L,Pink,Summer,4.1,Yes,Standard,Yes,Yes,47,Credit Card,Quarterly
235,68,Female,Parka,Outerwear,94,Missouri,XL,White,Fall,2.6,Yes,Next Day Air,Yes,Yes,32,Venmo,Bi-Weekly
236,42,Female,Handbag,Accessories,39,Oregon,M,Teal,Fall,5.0,No,Free Shipping,No,Yes,49,Venmo,Quarterly
237,39,Male,Jacket,Outerwear,20,New York,L,Purple,Spring,3.9,Yes,Next Day Air,Yes,Yes,8,Debit Card,Quarterly
238,58,Female,Scarf,Accessories,81,Delaware,S,Maroon,Spring,4.3,Yes,Standard,Yes,Yes,1,Bank Transfer,Weekly
239,58,Male,Boots,Footwear,59,Oregon,S,Silver,Summer,2.9,Yes,Standard,No,No,46,Debit Card,Annually
240,51,Female,Jewelry,Accessories,37,Arkansas,XL,Green,Spring,2.9,No,Express,Yes,Yes,14,Bank Transfer,Fortnightly
241,31,Male,Sandals,Footwear,66,Colorado,S,Silver,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,42,Venmo,Bi-Weekly
242,19,Male,Skirt,Clothing,76,Delaware,S,Gold,Fall,4.3,Yes,Store Pickup,Yes,Yes,19,PayPal,Bi-Weekly
243,24,Female,Flats,Footwear,33,Mississippi,S,Violet,Winter,4.5,No,Free Shipping,Yes,Yes,49,Credit Card,Annually
244,30,Female,Belt,Accessories,40,Maine,XL,Purple,Fall,3.3,Yes,Express,Yes,Yes,7,Debit Card,Bi-Weekly
245,49,Male,Pants,Clothing,29,Washington,S,Gold,Spring,3.6,No,Standard,No,Yes,6,Cash,Weekly
246,36,Female,Rain Jacket,Outerwear,34,Rhode Island,S,Gray,Spring,4.2,Yes,Standard,No,No,39,Credit Card,Bi-Weekly
247,23,Female,Coat,Outerwear,34,Delaware,XL,Lavender,Summer,4.6,No,Next Day Air,Yes,Yes,7,Cash,Bi-Weekly
248,64,Male,Sandals,Footwear,73,Texas,XL,Lavender,Spring,4.0,No,2-Day Shipping,Yes,Yes,43,Bank Transfer,Fortnightly
249,48,Female,Skirt,Clothing,76,Maine,S,Gold,Summer,2.5,Yes,Store Pickup,No,Yes,27,Bank Transfer,Bi-Weekly
250,33,Female,Rain Jacket,Outerwear,39,California,S,Gray,Spring,3.8,No,Next Day Air,Yes,Yes,4,PayPal,Monthly
251,33,Female,Jacket,Outerwear,84,Louisiana,XL,Silver,Spring,2.7,No,2-Day Shipping,No,Yes,31,PayPal,Monthly
252,25,Female,Sweater,Clothing,71,New Hampshire,S,Gray,Winter,4.5,No,2-Day Shipping,Yes,Yes,41,Bank Transfer,Quarterly
253,39,Female,Shirt,Clothing,78,Arkansas,XL,Green,Fall,2.8,Yes,Express,No,No,40,Credit Card,Annually
254,51,Female,Blouse,Clothing,41,Alabama,M,Charcoal,Winter,3.1,Yes,Free Shipping,Yes,Yes,25,Cash,Quarterly
255,70,Male,Jacket,Outerwear,73,Maine,S,Lavender,Fall,4.1,Yes,Next Day Air,Yes,Yes,33,Bank Transfer,Weekly
256,53,Female,Hat,Accessories,42,Colorado,M,Turquoise,Winter,3.5,No,2-Day Shipping,No,No,38,Bank Transfer,Fortnightly
257,35,Female,Parka,Outerwear,77,Oregon,M,Charcoal,Summer,4.6,No,Store Pickup,Yes,Yes,12,Cash,Annually
258,63,Female,Coat,Outerwear,42,Mississippi,L,White,Summer,3.9,No,Store Pickup,No,No,0,Debit Card,Weekly
259,19,Female,Sandals,Footwear,27,Montana,L,Pink,Summer,4.2,Yes,Express,No,Yes,48,Debit Card,Weekly
260,40,Female,Pants,Clothing,48,Washington,XL,Olive,Summer,4.2,Yes,Next Day Air,No,No,50,Bank Transfer,Monthly
261,53,Male,Dress,Clothing,45,Florida,XL,Olive,Summer,4.4,Yes,Store Pickup,Yes,Yes,18,PayPal,Fortnightly
262,61,Male,Sneakers,Footwear,85,Rhode Island,XL,Maroon,Fall,3.2,No,Free Shipping,Yes,Yes,37,Credit Card,Weekly
263,39,Female,Sandals,Footwear,39,Arkansas,S,Violet,Fall,4.5,No,Express,No,Yes,11,Debit Card,Weekly
264,68,Male,Hat,Accessories,88,Delaware,S,Green,Spring,4.7,No,Standard,No,No,13,Debit Card,Annually
265,48,Male,Coat,Clothing,77,Louisiana,M,Maroon,Summer,3.5,Yes,Next Day Air,No,No,1,Debit Card,Monthly
266,50,Female,Handbag,Accessories,57,Ohio,M,Teal,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,40,Venmo,Fortnightly
267,60,Male,Handbag,Accessories,46,California,XL,Black,Spring,2.6,No,Express,Yes,Yes,4,Venmo,Fortnightly
268,68,Female,Shirt,Clothing,53,New Hampshire,XL,Lavender,Fall,3.6,Yes,Next Day Air,Yes,Yes,34,Venmo,Bi-Weekly
269,64,Male,Sweater,Clothing,65,Mississippi,S,Violet,Summer,4.0,No,Next Day Air,No,No,42,Venmo,Quarterly
270,28,Male,Flats,Footwear,89,Missouri,M,Violet,Summer,4.9,Yes,2-Day Shipping,Yes,Yes,7,Venmo,Weekly
271,54,Female,Dress,Clothing,46,Washington,L,Purple,Fall,4.8,Yes,Free Shipping,Yes,Yes,14,Debit Card,Monthly
272,30,Male,Heels,Footwear,26,Arizona,XL,Black,Summer,4.2,No,Express,Yes,Yes,46,Debit Card,Quarterly
273,39,Female,Sneakers,Footwear,32,Missouri,S,Purple,Summer,3.7,No,2-Day Shipping,No,Yes,36,Debit Card,Monthly
274,69,Female,Sunglasses,Accessories,20,Arkansas,M,Olive,Fall,3.2,No,Free Shipping,No,No,29,PayPal,Monthly
275,67,Female,Hat,Accessories,33,Wyoming,S,Gold,Spring,4.7,Yes,Standard,Yes,Yes,46,Venmo,Weekly
276,50,Male,Hat,Accessories,47,Maine,L,Blue,Spring,3.4,Yes,2-Day Shipping,No,Yes,29,Debit Card,Annually
277,23,Female,Jacket,Outerwear,50,Florida,M,Red,Spring,3.6,Yes,2-Day Shipping,Yes,Yes,47,Bank Transfer,Quarterly
278,40,Male,Flats,Footwear,49,Massachusetts,L,Green,Spring,2.6,Yes,2-Day Shipping,No,No,30,PayPal,Weekly
279,20,Female,Pants,Clothing,55,Washington,L,Pink,Fall,4.1,No,2-Day Shipping,Yes,Yes,33,Credit Card,Quarterly
280,32,Female,Parka,Outerwear,82,Alabama,S,Red,Spring,3.6,Yes,Express,No,Yes,9,Cash,Fortnightly
281,41,Male,Flats,Footwear,62,Washington,S,Blue,Fall,3.7,Yes,Store Pickup,No,Yes,15,Venmo,Fortnightly
282,54,Male,Heels,Footwear,25,Texas,M,Maroon,Spring,3.1,Yes,2-Day Shipping,No,Yes,46,Bank Transfer,Bi-Weekly
283,70,Female,Shirt,Clothing,77,Florida,XL,Blue,Spring,3.0,No,2-Day Shipping,Yes,Yes,50,Debit Card,Fortnightly
284,57,Female,Boots,Footwear,78,Florida,S,Olive,Fall,3.5,Yes,Express,Yes,Yes,33,Debit Card,Bi-Weekly
285,44,Male,Jeans,Clothing,80,Florida,S,Red,Winter,2.7,Yes,2-Day Shipping,Yes,Yes,49,Bank Transfer,Bi-Weekly
286,45,Female,Jacket,Outerwear,87,New Hampshire,M,Blue,Fall,3.4,Yes,Next Day Air,Yes,Yes,16,PayPal,Fortnightly
287,23,Female,Belt,Accessories,44,Kentucky,S,Red,Winter,3.8,No,Store Pickup,Yes,Yes,44,Credit Card,Quarterly
288,41,Male,Flats,Footwear,94,West Virginia,L,Charcoal,Summer,4.0,No,Free Shipping,No,No,11,Credit Card,Annually
289,53,Female,Parka,Outerwear,93,Hawaii,XL,Turquoise,Winter,4.4,No,Store Pickup,Yes,Yes,6,Cash,Annually
290,43,Female,Jeans,Clothing,69,Ohio,S,Black,Spring,3.7,No,Express,Yes,Yes,16,Cash,Monthly
291,23,Male,Scarf,Accessories,98,Ohio,L,Maroon,Spring,4.1,No,Express,Yes,Yes,42,Debit Card,Monthly
292,30,Male,Heels,Footwear,41,Georgia,S,Green,Spring,4.1,Yes,Express,No,No,22,Bank Transfer,Quarterly
293,43,Male,Sweater,Clothing,31,California,L,Green,Summer,4.9,No,Free Shipping,Yes,Yes,29,PayPal,Annually
294,18,Female,Flats,Footwear,84,Rhode Island,S,Red,Summer,3.3,Yes,2-Day Shipping,No,No,44,PayPal,Quarterly
295,54,Female,Boots,Footwear,78,Georgia,XL,Gray,Fall,2.8,Yes,Next Day Air,Yes,Yes,43,Bank Transfer,Fortnightly
296,69,Female,Belt,Accessories,86,California,S,Gold,Spring,3.2,No,Store Pickup,No,Yes,35,Cash,Quarterly
297,38,Female,Heels,Footwear,54,Wyoming,M,Blue,Spring,3.1,Yes,Standard,Yes,Yes,14,Cash,Fortnightly
298,57,Female,Sandals,Footwear,35,Massachusetts,XL,Gray,Winter,4.6,No,2-Day Shipping,No,No,36,Credit Card,Quarterly
299,29,Female,Sunglasses,Accessories,93,Oregon,S,Red,Fall,3.7,Yes,2-Day Shipping,No,No,43,Cash,Quarterly
300,25,Female,Jacket,Outerwear,21,Georgia,M,Silver,Winter,3.3,No,Free Shipping,No,Yes,17,PayPal,Annually
301,39,Female,Flats,Footwear,74,Montana,XL,Green,Summer,4.6,No,Next Day Air,Yes,Yes,36,Cash,Annually
302,61,Male,Dress,Clothing,50,California,XL,Silver,Spring,2.9,Yes,Next Day Air,Yes,Yes,11,PayPal,Quarterly
303,26,Female,Belt,Accessories,52,California,S,Silver,Winter,4.2,Yes,Free Shipping,No,No,40,Venmo,Quarterly
304,65,Female,Parka,Outerwear,66,California,L,Green,Winter,3.5,No,Store Pickup,Yes,Yes,36,Debit Card,Bi-Weekly
305,59,Male,Parka,Outerwear,61,Georgia,XL,Lavender,Winter,3.5,No,Next Day Air,Yes,Yes,10,Bank Transfer,Monthly
306,44,Female,Sweater,Clothing,40,Arkansas,M,Teal,Summer,4.1,No,2-Day Shipping,No,No,28,Credit Card,Bi-Weekly
307,55,Female,Sunglasses,Accessories,43,Kentucky,M,Olive,Summer,4.9,Yes,Free Shipping,Yes,Yes,25,Venmo,Weekly
308,22,Female,Blouse,Clothing,70,Mississippi,S,White,Summer,4.0,Yes,Store Pickup,No,No,14,Cash,Bi-Weekly
309,36,Female,Sneakers,Footwear,87,Wyoming,S,Maroon,Summer,4.7,No,Next Day Air,No,No,35,PayPal,Fortnightly
310,62,Male,Jewelry,Accessories,92,New Hampshire,L,Green,Fall,3.8,Yes,Next Day Air,No,No,26,Credit Card,Fortnightly
311,37,Male,Pants,Clothing,37,Hawaii,L,Blue,Winter,4.2,No,Next Day Air,No,Yes,49,PayPal,Monthly
312,56,Male,Pants,Clothing,67,Montana,XL,Charcoal,Fall,3.1,No,Next Day Air,Yes,Yes,16,Venmo,Quarterly
313,58,Male,Parka,Outerwear,88,West Virginia,XL,Purple,Winter,3.0,No,Express,No,No,17,Bank Transfer,Annually
314,49,Male,Jacket,Outerwear,39,Maine,S,Pink,Winter,3.2,Yes,Store Pickup,No,Yes,14,Venmo,Fortnightly
315,18,Female,Boots,Footwear,73,Missouri,XL,Green,Fall,4.2,Yes,Standard,Yes,Yes,48,Cash,Weekly
316,35,Female,Pants,Clothing,80,Wyoming,M,Gold,Fall,4.6,Yes,Store Pickup,Yes,Yes,24,PayPal,Fortnightly
317,65,Male,Flats,Footwear,32,Mississippi,M,Blue,Fall,4.2,No,Standard,Yes,Yes,40,Bank Transfer,Weekly
318,65,Male,Rain Jacket,Outerwear,58,Montana,L,Maroon,Spring,4.9,Yes,Store Pickup,No,No,0,Cash,Monthly
319,55,Male,Sunglasses,Accessories,21,Maine,XL,Turquoise,Summer,4.4,Yes,Free Shipping,No,Yes,43,Debit Card,Monthly
320,66,Male,Coat,Clothing,39,Colorado,S,Turquoise,Fall,3.1,No,Next Day Air,Yes,Yes,1,Bank Transfer,Quarterly
321,40,Male,Jacket,Outerwear,82,Colorado,XL,Violet,Fall,3.0,Yes,2-Day Shipping,No,No,46,PayPal,Monthly
322,56,Male,Pants,Clothing,39,New York,L,Gold,Summer,3.6,No,Store Pickup,Yes,Yes,1,Debit Card,Monthly
323,67,Male,Jacket,Outerwear,88,Delaware,M,Red,Fall,4.4,Yes,2-Day Shipping,No,No,26,Bank Transfer,Monthly
324,25,Male,Blouse,Clothing,36,Wyoming,S,Purple,Winter,3.7,Yes,Express,No,No,33,Debit Card,Bi-Weekly
325,55,Female,Coat,Clothing,48,Florida,S,Gray,Spring,4.1,Yes,Next Day Air,Yes,Yes,23,Debit Card,Bi-Weekly
326,44,Female,Dress,Clothing,87,Maine,S,Violet,Winter,4.9,Yes,Express,Yes,Yes,34,PayPal,Fortnightly
327,30,Male,Heels,Footwear,91,New Hampshire,S,Green,Fall,4.3,No,Express,Yes,Yes,50,Cash,Annually
328,43,Female,Heels,Footwear,96,New York,L,Teal,Summer,4.6,No,Store Pickup,No,No,38,Cash,Annually
329,52,Male,Hat,Accessories,52,Hawaii,XL,Lavender,Fall,2.5,Yes,Standard,Yes,Yes,33,Cash,Monthly
330,18,Female,Sneakers,Footwear,60,Kentucky,L,Red,Spring,2.7,No,Standard,Yes,Yes,8,Credit Card,Monthly
331,55,Male,Boots,Footwear,58,Massachusetts,XL,Purple,Winter,4.3,No,Free Shipping,No,Yes,38,Bank Transfer,Monthly
332,20,Female,Blouse,Clothing,62,Hawaii,XL,Charcoal,Winter,4.7,Yes,Store Pickup,Yes,Yes,40,Bank Transfer,Quarterly
333,21,Female,Coat,Clothing,89,Texas,M,Teal,Spring,2.9,No,Next Day Air,Yes,Yes,14,PayPal,Monthly
334,68,Female,Sneakers,Footwear,63,Massachusetts,XL,Maroon,Fall,3.2,No,2-Day Shipping,No,Yes,48,Cash,Quarterly
335,53,Male,Scarf,Accessories,93,Montana,M,Olive,Winter,3.2,No,Standard,Yes,Yes,7,Bank Transfer,Quarterly
336,45,Female,Coat,Outerwear,61,Hawaii,S,Violet,Spring,5.0,No,2-Day Shipping,Yes,Yes,28,Venmo,Fortnightly
337,30,Female,Sandals,Footwear,34,Washington,S,Olive,Spring,4.7,No,Express,No,Yes,19,PayPal,Quarterly
338,19,Female,Heels,Footwear,47,Montana,L,Blue,Spring,4.2,Yes,Next Day Air,Yes,Yes,16,Cash,Weekly
339,36,Male,Jacket,Outerwear,79,Ohio,S,Black,Fall,4.2,No,Express,Yes,Yes,18,Bank Transfer,Quarterly
340,32,Female,Coat,Clothing,82,Florida,S,Pink,Spring,3.8,No,2-Day Shipping,Yes,Yes,2,Cash,Annually
341,37,Female,Scarf,Accessories,40,Kentucky,L,Green,Summer,4.1,Yes,2-Day Shipping,No,Yes,40,Credit Card,Quarterly
342,70,Male,Coat,Outerwear,39,Arkansas,XL,Turquoise,Winter,4.3,Yes,Next Day Air,Yes,Yes,36,Cash,Quarterly
343,37,Female,Hat,Accessories,36,Montana,M,Purple,Spring,3.3,Yes,Next Day Air,Yes,Yes,41,Debit Card,Fortnightly
344,38,Male,Jeans,Clothing,60,Oregon,S,Teal,Fall,4.9,No,Next Day Air,No,Yes,49,Cash,Weekly
345,26,Male,Dress,Clothing,97,Texas,M,Olive,Spring,4.2,No,Express,No,Yes,32,Debit Card,Quarterly
346,63,Female,Flats,Footwear,82,Alabama,M,Pink,Spring,3.1,No,Express,No,No,14,Bank Transfer,Bi-Weekly
347,30,Male,Jeans,Clothing,76,Florida,XL,Teal,Fall,4.7,No,Next Day Air,Yes,Yes,38,Bank Transfer,Quarterly
348,64,Female,Hat,Accessories,93,Florida,S,Red,Winter,3.6,Yes,Free Shipping,No,Yes,35,PayPal,Annually
349,66,Male,Boots,Footwear,76,Delaware,L,Violet,Fall,2.9,No,2-Day Shipping,Yes,Yes,44,Debit Card,Fortnightly
350,47,Female,Pants,Clothing,34,Wyoming,M,Silver,Fall,3.3,Yes,Free Shipping,No,Yes,29,Venmo,Monthly
351,38,Male,Sweater,Clothing,34,Colorado,XL,Green,Winter,3.8,No,Store Pickup,Yes,Yes,24,Debit Card,Quarterly
352,20,Male,Coat,Outerwear,40,Oregon,M,Maroon,Fall,3.3,No,Standard,Yes,Yes,7,Cash,Fortnightly
353,18,Female,Shorts,Clothing,83,Alabama,S,Blue,Spring,3.0,No,Next Day Air,No,No,5,Debit Card,Annually
354,18,Male,Coat,Outerwear,26,Wyoming,M,Maroon,Summer,2.6,Yes,Store Pickup,No,No,5,Venmo,Weekly
355,44,Male,Boots,Footwear,98,Georgia,M,Lavender,Summer,4.8,Yes,Standard,No,No,24,Venmo,Quarterly
356,53,Male,Rain Jacket,Outerwear,37,Rhode Island,L,Teal,Fall,3.8,Yes,2-Day Shipping,Yes,Yes,6,Debit Card,Bi-Weekly
357,58,Male,Jewelry,Accessories,97,Colorado,L,Charcoal,Summer,3.1,No,Free Shipping,No,No,31,Cash,Annually
358,32,Female,Sandals,Footwear,35,Kentucky,XL,White,Spring,4.5,No,Next Day Air,Yes,Yes,21,Credit Card,Annually
359,69,Male,Shirt,Clothing,56,West Virginia,S,Violet,Summer,3.8,No,Express,Yes,Yes,43,Credit Card,Monthly
360,43,Male,Sneakers,Footwear,62,Arkansas,XL,Blue,Winter,4.1,No,Free Shipping,No,No,29,PayPal,Bi-Weekly
361,21,Female,Jacket,Outerwear,46,Texas,L,Green,Winter,4.9,No,Express,No,No,40,Debit Card,Fortnightly
362,54,Female,Heels,Footwear,34,Arizona,L,Teal,Winter,3.2,Yes,Next Day Air,Yes,Yes,23,PayPal,Monthly
363,31,Female,Sandals,Footwear,67,Maine,M,Black,Fall,3.8,No,2-Day Shipping,Yes,Yes,12,Credit Card,Quarterly
364,64,Female,Coat,Outerwear,32,Mississippi,M,Purple,Winter,3.6,Yes,Express,No,Yes,43,Debit Card,Weekly
365,39,Female,Sweater,Clothing,86,Arizona,L,Gray,Summer,4.1,Yes,Standard,Yes,Yes,12,Credit Card,Monthly
366,52,Female,Jewelry,Accessories,35,West Virginia,M,Pink,Summer,2.8,Yes,Free Shipping,No,No,17,Cash,Bi-Weekly
367,69,Female,Sneakers,Footwear,29,Missouri,L,Lavender,Winter,2.8,No,Store Pickup,Yes,Yes,6,PayPal,Weekly
368,23,Female,Sunglasses,Accessories,96,Texas,XL,Green,Summer,3.3,Yes,Store Pickup,Yes,Yes,48,PayPal,Annually
369,26,Male,Handbag,Accessories,78,Missouri,XL,Blue,Spring,4.9,Yes,2-Day Shipping,No,No,25,Cash,Bi-Weekly
370,60,Female,Rain Jacket,Outerwear,82,Kentucky,S,Blue,Winter,3.4,No,Free Shipping,No,No,38,Debit Card,Fortnightly
371,50,Male,Jewelry,Accessories,33,Arkansas,S,Violet,Fall,3.5,No,Free Shipping,Yes,Yes,35,Cash,Quarterly
372,42,Male,Coat,Outerwear,95,New Hampshire,XL,Teal,Spring,2.9,Yes,Store Pickup,No,Yes,37,Debit Card,Quarterly
373,38,Male,Sunglasses,Accessories,59,Delaware,S,White,Fall,3.3,Yes,Express,Yes,Yes,8,Debit Card,Bi-Weekly
374,69,Male,Sneakers,Footwear,77,California,L,Silver,Fall,3.0,No,Standard,No,No,45,Credit Card,Weekly
375,55,Male,Sunglasses,Accessories,57,Maine,L,Maroon,Winter,4.3,No,Express,No,Yes,15,PayPal,Bi-Weekly
376,55,Female,Rain Jacket,Outerwear,71,Delaware,XL,Purple,Spring,3.7,Yes,2-Day Shipping,No,No,26,Cash,Monthly
377,60,Male,Sandals,Footwear,29,Ohio,S,Turquoise,Fall,4.1,Yes,Express,Yes,Yes,41,PayPal,Quarterly
378,68,Female,Flats,Footwear,85,New Hampshire,XL,Silver,Summer,3.1,No,2-Day Shipping,Yes,Yes,36,PayPal,Bi-Weekly
379,33,Female,Hat,Accessories,93,Hawaii,S,Maroon,Fall,4.3,Yes,2-Day Shipping,No,Yes,9,Bank Transfer,Bi-Weekly
380,51,Female,Hat,Accessories,30,Mississippi,S,Olive,Fall,4.1,Yes,Store Pickup,No,Yes,21,Debit Card,Weekly
381,48,Female,Hat,Accessories,62,New Hampshire,L,Violet,Summer,2.9,No,Store Pickup,No,Yes,40,PayPal,Annually
382,28,Male,Jacket,Outerwear,56,Alabama,S,Turquoise,Winter,4.6,No,Standard,Yes,Yes,39,Credit Card,Monthly
383,34,Male,Jeans,Clothing,95,Washington,M,Lavender,Summer,4.5,No,Store Pickup,Yes,Yes,31,Cash,Annually
384,20,Female,Jeans,Clothing,96,Oregon,XL,Charcoal,Fall,3.1,No,Store Pickup,Yes,Yes,13,Debit Card,Bi-Weekly
385,40,Male,Jacket,Outerwear,26,Wyoming,XL,Silver,Fall,3.3,Yes,Next Day Air,No,No,16,Cash,Annually
386,45,Male,Rain Jacket,Outerwear,68,Georgia,L,Red,Winter,2.7,No,Next Day Air,No,No,17,Credit Card,Weekly
387,34,Female,Jewelry,Accessories,50,Washington,M,Red,Summer,4.2,Yes,Standard,Yes,Yes,43,Venmo,Weekly
388,18,Female,Pants,Clothing,33,Georgia,XL,Green,Spring,4.3,No,Free Shipping,Yes,Yes,1,Debit Card,Weekly
389,21,Male,Sweater,Clothing,31,Florida,M,Silver,Spring,4.7,Yes,Standard,No,No,42,Venmo,Bi-Weekly
390,47,Female,Jewelry,Accessories,61,West Virginia,M,Black,Summer,4.4,No,Next Day Air,No,Yes,16,Credit Card,Fortnightly
391,46,Male,Sunglasses,Accessories,98,Delaware,M,Blue,Winter,2.9,No,Free Shipping,Yes,Yes,28,Bank Transfer,Monthly
392,24,Male,Sweater,Clothing,93,Washington,L,Lavender,Winter,4.7,Yes,Store Pickup,Yes,Yes,2,Bank Transfer,Quarterly
393,35,Male,Rain Jacket,Outerwear,93,Kentucky,XL,Blue,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,0,PayPal,Bi-Weekly
394,70,Female,Pants,Clothing,65,Arkansas,L,Silver,Winter,4.1,Yes,Standard,No,Yes,29,Credit Card,Bi-Weekly
395,30,Male,Skirt,Clothing,44,Missouri,XL,White,Summer,3.7,No,Store Pickup,Yes,Yes,8,Venmo,Fortnightly
396,19,Male,Scarf,Accessories,28,California,L,Blue,Fall,4.9,Yes,Express,No,Yes,21,Bank Transfer,Weekly
397,43,Male,Heels,Footwear,78,Georgia,M,Olive,Winter,2.6,Yes,Next Day Air,Yes,Yes,30,Debit Card,Weekly
398,33,Male,Jeans,Clothing,100,Maine,L,White,Fall,4.0,Yes,Express,Yes,Yes,31,Debit Card,Annually
399,32,Male,Flats,Footwear,63,Washington,XL,Teal,Winter,4.9,Yes,Standard,Yes,Yes,48,Venmo,Annually
400,29,Female,Sweater,Clothing,55,Oregon,XL,Pink,Summer,3.9,No,Free Shipping,Yes,Yes,8,Venmo,Bi-Weekly
401,57,Female,Sandals,Footwear,82,Massachusetts,S,Gray,Spring,4.8,No,Next Day Air,No,Yes,13,Cash,Bi-Weekly
402,35,Female,Sunglasses,Accessories,42,Florida,S,Pink,Fall,4.0,Yes,Store Pickup,No,No,26,Venmo,Annually
403,33,Male,Pants,Clothing,32,Florida,L,Red,Spring,3.7,Yes,Standard,Yes,Yes,12,Venmo,Fortnightly
404,61,Female,Sunglasses,Accessories,40,Georgia,S,Maroon,Summer,3.2,No,Standard,No,No,2,Venmo,Bi-Weekly
405,21,Male,Sandals,Footwear,82,Mississippi,S,Black,Spring,4.3,No,Next Day Air,Yes,Yes,47,Bank Transfer,Monthly
406,32,Male,Coat,Outerwear,32,Louisiana,XL,Purple,Fall,4.7,Yes,Next Day Air,No,Yes,27,Cash,Fortnightly
407,57,Female,Flats,Footwear,67,Oregon,XL,Purple,Summer,4.9,Yes,Standard,Yes,Yes,2,Bank Transfer,Annually
